iter	AUC	Logloss
352	0.7396222949	0.6125089838
353	0.7396247685	0.6125071247
354	0.7396922708	0.6124501971
355	0.7396931648	0.6124486395
356	0.7396941781	0.6124475844
357	0.7396950722	0.6124465795
358	0.7396950722	0.6124461273
359	0.7397397757	0.6124012082
360	0.7400056422	0.6122381128
361	0.7400072813	0.6122365552
362	0.7400074601	0.6122362538
363	0.7400088906	0.6122351484
364	0.7402512431	0.6120842625
365	0.7402512431	0.6120842123
366	0.7402527928	0.612082504
367	0.7402527928	0.612082303
368	0.7402536273	0.6120817503
369	0.7404575348	0.6119342309
370	0.7405889034	0.6118304749
371	0.7405889034	0.6118296709
372	0.7405899167	0.6118276109
373	0.7406707406	0.6117678695
374	0.7406709194	0.6117673169
375	0.7406717539	0.61176591
376	0.7406727672	0.6117637997
377	0.7408034205	0.6116733084
378	0.7408854365	0.611621757
379	0.7411268353	0.611464691
380	0.7412973046	0.6113137047
381	0.7415110469	0.6111554328
382	0.7416628003	0.6110602185
383	0.7416686416	0.6110500187
384	0.7416693568	0.6110440396
385	0.7418421507	0.6109252101
386	0.7419877052	0.6108303977
387	0.7420943379	0.6107468402
388	0.7420954108	0.6107416147
389	0.7422533035	0.6106403207
390	0.7424422503	0.6104949618
391	0.7426528335	0.6103229731
392	0.7430329919	0.6100735065
393	0.7431894541	0.6099653289
394	0.7431900501	0.609964525
395	0.7432844639	0.6098945839
396	0.7432729006	0.6098739332
397	0.7435532212	0.6097058636
398	0.7437756062	0.609552365
399	0.7439463139	0.6094451421
400	0.7439906597	0.6093976103
401	0.744182229	0.6092810418
402	0.7443050146	0.6091895958
403	0.7443073988	0.6091814059
404	0.7444643974	0.6090905629
405	0.74451226	0.609053884
406	0.7445135713	0.6090397149
407	0.7448183894	0.6088527029
408	0.7450921535	0.6086992043
409	0.7450928688	0.6086972447
410	0.7451550364	0.6086473514
411	0.7453962564	0.6085212866
412	0.7454464436	0.6084712426
413	0.7456161976	0.6083722598
414	0.7456194162	0.6083701998
415	0.7456201911	0.6083678885
416	0.7456204891	0.6083664314
417	0.7457842827	0.6082618212
418	0.7457844615	0.6082611178
419	0.7457845807	0.6082603641
420	0.7458106279	0.6082200676
421	0.7460836172	0.6080546107
422	0.7463035583	0.6079259332
423	0.7464415431	0.6078202679
424	0.7465779185	0.6077245008
425	0.7466906905	0.6076192375
426	0.7466909885	0.6076183331
427	0.7468560338	0.6075116629
428	0.7469531298	0.6074413701
429	0.7469921708	0.6074016765
430	0.7471316159	0.6072965136
431	0.7471319735	0.6072945541
432	0.7471253872	0.6072712404
433	0.7471253872	0.6072710394
434	0.7473338842	0.6071327651
435	0.7473477125	0.6071046781
436	0.747526288	0.6069968522
437	0.7475494742	0.6069566562
438	0.7475518584	0.6069551489
439	0.7477095723	0.6068670693
440	0.7479173243	0.6067288452
441	0.7479198575	0.6067199519
442	0.7480375171	0.6066120255
443	0.7481794953	0.606525805
444	0.7481882572	0.6065147511
445	0.7482827306	0.6064416949
446	0.7482945919	0.6064190846
447	0.7482947707	0.6064186324
448	0.7485570908	0.6062563409
449	0.7485573888	0.6062547331
450	0.7487293482	0.6061258546
451	0.7488828301	0.6060157677
452	0.7489658594	0.6059566795
453	0.7490614057	0.6058799554
454	0.7492259741	0.6057766516
455	0.7492266893	0.6057742398
456	0.7492285967	0.605772431
457	0.7492157221	0.6057563526
458	0.7492157221	0.6057560511
459	0.7493780255	0.605648577
460	0.7493781447	0.6056478735
461	0.7494847775	0.6055725562
462	0.7498182058	0.6053807207
463	0.7498186231	0.6053798163
464	0.749982357	0.6052851546
465	0.7500886321	0.6052111437
466	0.7501564026	0.6051590396
467	0.7502737641	0.6050441292
468	0.7502737641	0.6050426721
469	0.7503165007	0.6049918241
470	0.7503967881	0.6049269075
471	0.7504704595	0.6048659101
472	0.7504708171	0.6048647544
473	0.7505810857	0.6047745144
474	0.7505821586	0.6047727055
475	0.7505822778	0.6047720523
476	0.7505838275	0.6047702938
477	0.7506113052	0.6047288416
478	0.750923872	0.6045305747
479	0.7509430051	0.6045029399
480	0.7510602474	0.6043962195
481	0.7510602474	0.6043957673
482	0.7512540817	0.60425895
483	0.7512541413	0.6042575432
484	0.7512732148	0.6042355359
485	0.7514144182	0.6041273583
486	0.7514678836	0.6040629442
487	0.7514680624	0.6040615373
488	0.751470387	0.6040601807
489	0.7516136765	0.6039511992
490	0.7517409921	0.6038718623
491	0.7517411113	0.6038715106
492	0.7519682646	0.6037222828
493	0.7521267235	0.6036130501
494	0.7521267533	0.6036117438
495	0.7523294091	0.6034852268
496	0.7523295283	0.6034844731
497	0.7523312569	0.6034829657
498	0.7523312569	0.6034821618
499	0.7523313165	0.6034814081
500	0.7523313165	0.6034810062
501	0.752332747	0.603480152
502	0.7523341179	0.6034790969
503	0.7525277734	0.6033453948
504	0.7526994944	0.603239629
505	0.75276649	0.6031896352
506	0.7528797388	0.6031035655
507	0.753036797	0.6030090043
508	0.7531663179	0.6029023341
509	0.7531663775	0.6029019824
510	0.7532869577	0.6028182742
511	0.7533470988	0.6027695365
512	0.7533483505	0.6027687326
513	0.7535626292	0.6026319656
514	0.7535626888	0.6026310612
515	0.7535626888	0.6026303577
516	0.753562808	0.602630207
517	0.753683269	0.6025246422
518	0.7536838651	0.6025238383
519	0.7536839247	0.6025232856
520	0.7536848783	0.6025222807
521	0.7539093494	0.6023692343
522	0.7539626956	0.6023181351
523	0.7541209459	0.6022244281
524	0.754199028	0.6021656414
525	0.7543112636	0.6020796721
526	0.7543494105	0.6020340999
527	0.7544582486	0.6019617973
528	0.7544582486	0.6019610436
529	0.7544583678	0.6019601392
530	0.7544583678	0.6019597372
531	0.7544583678	0.6019590338
532	0.7544583678	0.6019584309
533	0.7546113133	0.6018563832
534	0.7547376156	0.601762023
535	0.7547376156	0.6017612191
536	0.7547376156	0.6017604654
537	0.7548934221	0.6016552523
538	0.7551919222	0.6014656778
539	0.7551926374	0.6014646227
540	0.7553466856	0.6013648863
541	0.7553466856	0.6013642833
542	0.7553473115	0.6013633789
543	0.7553473413	0.6013627257
544	0.7553474307	0.6013622233
545	0.755464375	0.601281178
546	0.755464375	0.6012808263
547	0.7554753423	0.6012669587
548	0.7555703819	0.6012035997
549	0.7557195425	0.6010984871
550	0.7558732033	0.6009925203
551	0.7558758557	0.6009911135
552	0.7559130788	0.6009524248
553	0.755913496	0.6009515706
554	0.7559136748	0.6009512189
555	0.7559263706	0.6009299653
556	0.7559263706	0.6009294628
557	0.7559263706	0.6009288096
558	0.7559263706	0.6009283574
559	0.7560784519	0.6008152056
560	0.7563529015	0.6006017144
561	0.7565348148	0.6004994155
562	0.7567636967	0.6003599856
563	0.7567638755	0.6003594329
564	0.7567639351	0.6003589807
565	0.7567639351	0.6003585285
566	0.7567643225	0.600357825
567	0.7567644715	0.6003575236
568	0.7568573952	0.6002995408
569	0.7568576932	0.6002987369
570	0.7569954395	0.600196639
571	0.7570877671	0.6000952445
572	0.7570881844	0.6000946415
573	0.7572446465	0.5999655118
574	0.7572448254	0.5999650094
575	0.7572789788	0.5999339077
576	0.7573226094	0.599877181
577	0.757322669	0.5998766786
578	0.7575286031	0.5997526236
579	0.7578276396	0.5995704351
580	0.7580112815	0.5994506007
581	0.7581827939	0.5993382528
582	0.7581828237	0.5993378006
583	0.7584114671	0.5991828449
584	0.7585198283	0.5991107935
585	0.7585200667	0.5991102911
586	0.7586784959	0.5989960339
587	0.7588306069	0.5988894139
588	0.7588313222	0.5988888612
589	0.7588956952	0.5988264569
590	0.758895874	0.5988258539
591	0.7590429187	0.5987321972
592	0.7592635751	0.5985629217
593	0.7594181895	0.5984681595
594	0.7595205307	0.5983854059
595	0.7595205903	0.598385205
596	0.7595207691	0.5983846523
597	0.7595208883	0.5983845518
598	0.7597253323	0.5982488902
599	0.7597253323	0.5982484882
600	0.7597255111	0.598248036
601	0.7597256899	0.5982468804
602	0.7598471045	0.598157394
603	0.7598471642	0.5981569418
604	0.7599249482	0.5981024259
605	0.759925127	0.5981021244
606	0.7599262595	0.5980998132
607	0.7599263191	0.5980994615
608	0.7599263787	0.5980994615
609	0.7599263787	0.598099361
610	0.7599264383	0.5980989088
611	0.7599264383	0.5980987078
612	0.7600574493	0.5980017851
613	0.7601531744	0.5979393808
614	0.7601532936	0.5979390793
615	0.7603595257	0.5977805562
616	0.7604759932	0.5977047365
617	0.7606527209	0.5975846006
618	0.7606830001	0.5975456607
619	0.7608407736	0.5974482356
620	0.7608408332	0.5974472809
621	0.7608408928	0.5974470799
622	0.7608408928	0.597446678
623	0.7608425021	0.5974458238
624	0.7610238194	0.597317096
625	0.7612277865	0.5972060042
626	0.76146245	0.5970631074
627	0.76146245	0.5970628059
628	0.7614626288	0.5970623034
629	0.7615835667	0.596958045
630	0.7615839839	0.5969573918
631	0.7616408765	0.596894686
632	0.7616410255	0.5968944348
633	0.7617804408	0.5967927891
634	0.7619165182	0.5966824007
635	0.7619165182	0.5966821998
636	0.7619184256	0.5966803909
637	0.7619895339	0.5966227096
638	0.7621391416	0.5965219181
639	0.7621392012	0.5965218176
640	0.7621392608	0.5965215664
641	0.76213938	0.5965211142
642	0.76213938	0.5965208629
643	0.7623773217	0.5963739967
644	0.7623773813	0.596373645
645	0.7623774409	0.596373444
646	0.7623774409	0.5963731425
647	0.7624630332	0.5963115924
648	0.7624634504	0.5963110397
649	0.7627137303	0.5961684443
650	0.7627137899	0.5961681428
651	0.7628402114	0.5960911172
652	0.762840271	0.5960909162
653	0.7629486918	0.5960095695
654	0.7630890608	0.5959295291
655	0.7630890906	0.5959293784
656	0.7632300854	0.5958325562
657	0.7632300854	0.595832305
658	0.7632302046	0.5958320538
659	0.7632302046	0.5958318528
660	0.7632302046	0.5958316016
661	0.7633345723	0.5957592989
662	0.7633345723	0.595758897
663	0.7633345723	0.595758696
664	0.7633346319	0.595758294
665	0.763332665	0.5957423664
666	0.7633323669	0.5957341764
667	0.7634089589	0.5956696116
668	0.7634089589	0.5956693101
669	0.7634089589	0.5956689081
670	0.7635512352	0.5955667097
671	0.7637414336	0.5954320028
672	0.7637414634	0.5954319023
673	0.763825357	0.5953708546
674	0.764026016	0.5952239381
675	0.7641297877	0.5951337483
676	0.7641298175	0.5951335473
677	0.7642585635	0.59502542
678	0.7642585635	0.5950251687
679	0.7642585635	0.5950249175
680	0.7642595768	0.5950241638
681	0.7644280791	0.5949073944
682	0.7644281983	0.5949071934
683	0.7644280791	0.59490649
684	0.7644280791	0.594906289
685	0.7645210028	0.594840669
686	0.7647049427	0.5947118407
687	0.7648107409	0.5946390356
688	0.764821589	0.5946193898
689	0.764955759	0.594531863
690	0.7650840878	0.5944488079
691	0.7650840878	0.594448607
692	0.7650840878	0.5944483055
693	0.7651127875	0.5944179575
694	0.7651127875	0.5944177063
695	0.7652324438	0.5943419368
696	0.7653130889	0.594281291
697	0.7653133869	0.5942803363
698	0.7653137445	0.5942795827
699	0.7653585672	0.5942244136
700	0.7653595209	0.5942229565
701	0.7653595209	0.5942227053
702	0.7655502558	0.5941089003
703	0.765550971	0.5941078451
704	0.765565753	0.5940879481
705	0.7655658722	0.5940871944
706	0.7655658722	0.5940865915
707	0.7655658722	0.5940864408
708	0.7655659914	0.5940864408
709	0.765566349	0.5940852349
710	0.7655664682	0.5940849836
711	0.7655664682	0.5940847324
712	0.7657061219	0.5939870058
713	0.7657462955	0.5939496235
714	0.7659612894	0.5938082842
715	0.7661605477	0.5936725222
716	0.7661606073	0.5936723212
717	0.7661980391	0.593630869
718	0.7663294077	0.5935430407
719	0.7664297223	0.5934689293
720	0.7664594352	0.5934439575
721	0.7664594352	0.5934436058
722	0.7666147351	0.593347688
723	0.7666149139	0.5933474368
724	0.7666148543	0.593347286
725	0.7666149139	0.5933471353
726	0.7666149139	0.5933469343
727	0.7667645216	0.5932454394
728	0.7667645216	0.5932452384
729	0.7669365406	0.5931368598
730	0.7669365406	0.5931365081
731	0.7670235038	0.5930707876
732	0.7670613527	0.5930357166
733	0.7670620084	0.5930350132
734	0.7672841549	0.5928916641
735	0.7672842145	0.5928914128
736	0.7674335837	0.5927744424
737	0.7675386071	0.5927007329
738	0.7677725554	0.5925249256
739	0.7677725554	0.5925247246
740	0.7679309845	0.5924151904
741	0.7681357265	0.5922959087
742	0.7682781219	0.5922040105
743	0.7684143782	0.5921254775
744	0.7684144378	0.5921253268
745	0.7684144378	0.5921251258
746	0.7686001658	0.5919898662
747	0.7686002254	0.5919896652
748	0.7686001062	0.5919895145
749	0.7687985897	0.5918605857
750	0.7689914703	0.5917459265
751	0.769014895	0.5917207538
752	0.7690722942	0.5916654842
753	0.7692670226	0.5915329378
754	0.7692670226	0.5915328876
755	0.7692670822	0.5915326866
756	0.7692670822	0.5915325359
757	0.7694196105	0.5914285286
758	0.7694196701	0.5914283277
759	0.7694485188	0.5913937088
760	0.7694485188	0.5913936083
761	0.7695429325	0.5913323094
762	0.7697149515	0.591222926
763	0.7697149515	0.5912226747
764	0.7698407769	0.5911438905
765	0.7698407769	0.5911438403
766	0.7699556947	0.5910744016
767	0.7699531913	0.591068121
768	0.7700116634	0.591019735
769	0.7700122595	0.5910192326
770	0.7700126767	0.5910183784
771	0.7701314688	0.5909412523
772	0.7703101635	0.5908151373
773	0.7703101635	0.5908149865
774	0.7703073025	0.5908060429
775	0.7703073025	0.5908059927
776	0.7705351114	0.5906583728
777	0.7706735134	0.5905658716
778	0.7706735134	0.5905656707
779	0.7706797123	0.5905528079
780	0.7707672715	0.5904847259
781	0.7707672715	0.5904845249
782	0.7709107995	0.5903818743
783	0.7709107995	0.5903817236
784	0.7710453272	0.590299573
785	0.7710453272	0.5902995227
786	0.7711941004	0.5902071723
787	0.7713038027	0.5901306994
788	0.7713038325	0.5901304482
789	0.7714340091	0.5900367914
790	0.7714340687	0.5900366909
791	0.7714365721	0.5900351836
792	0.7714394927	0.5900339275
793	0.7715688348	0.5899247952
794	0.7716732025	0.5898448554
795	0.7716732025	0.5898444032
796	0.7717092037	0.5898117439
797	0.77193892	0.5896604561
798	0.7720382214	0.5895884047
799	0.7721896768	0.5894796745
800	0.7722944915	0.5893943584
801	0.7722945511	0.5893943082
802	0.7724056244	0.589317584
803	0.7724056244	0.5893175337
804	0.7724090815	0.5893112531
805	0.7725604773	0.589206643
806	0.7726433277	0.5891375058
807	0.7726433277	0.5891374555
808	0.7726433575	0.5891372546
809	0.7728185952	0.589006115
810	0.7729455233	0.5889247683
811	0.7730765343	0.5888334731
812	0.7730876803	0.5888080993
813	0.7730876803	0.5888078984
814	0.7730876803	0.5888076974
815	0.7731572986	0.5887587085
816	0.7733290493	0.588644602
817	0.7734651566	0.5885483325
818	0.7734651566	0.5885481818
819	0.7734651566	0.5885481315
820	0.7736079395	0.5884477419
821	0.7737347484	0.5883551906
822	0.773734808	0.5883548389
823	0.7738879919	0.5882567103
824	0.773922205	0.5882189763
825	0.773922205	0.5882187251
826	0.7740010619	0.5881480303
827	0.7741587758	0.5880542731
828	0.7741587758	0.5880542228
829	0.7741587758	0.5880541223
830	0.7742829919	0.5879719717
831	0.7742829919	0.5879718712
832	0.7743673921	0.5879183603
833	0.7743674517	0.5879179583
834	0.7743674517	0.5879179081
835	0.7743674517	0.5879178076
836	0.7743674517	0.5879176066
837	0.7745208144	0.5878063138
838	0.7745208144	0.5878062133
839	0.7745208144	0.5878061631
840	0.7745208144	0.5878060124
841	0.7745208144	0.5878060626
842	0.7745903432	0.5877376791
843	0.7747439742	0.5876332197
844	0.7748903632	0.5875371009
845	0.7748903632	0.5875370507
846	0.7748903632	0.5875369502
847	0.775005877	0.587453041
848	0.775005877	0.5874529907
849	0.7751265168	0.5873753622
850	0.7751265764	0.5873752114
851	0.7751939297	0.5873239615
852	0.7752467394	0.5872774346
853	0.7752467394	0.5872772336
854	0.7752467394	0.5872771331
855	0.7752466202	0.5872769321
856	0.7754637003	0.5871287093
857	0.7754637003	0.5871285586
858	0.7754637003	0.5871284581
859	0.7754637599	0.5871282068
860	0.7755275965	0.5870824839
861	0.7755275965	0.5870823834
862	0.7757782936	0.5869113493
863	0.7759219408	0.5868172403
864	0.7760229111	0.5867420737
865	0.7760258317	0.5867371497
866	0.776163131	0.5866362577
867	0.7761631906	0.586635906
868	0.7761631906	0.5866358055
869	0.7761631906	0.5866355543
870	0.7761631906	0.5866352528
871	0.7761718035	0.5866263594
872	0.7762518525	0.5865771193
873	0.7763078213	0.5865265728
874	0.7764747739	0.5864248768
875	0.7764747739	0.5864248266
876	0.7766014934	0.5863424247
877	0.7766014934	0.586342475
878	0.7767570615	0.5862282178
879	0.7767595649	0.5862207815
880	0.7767595649	0.586220681
881	0.7768768072	0.5861458159
882	0.7768768072	0.5861455144
